val_loss,epoch,step
0.13378220796585083,0,310
0.13520407676696777,1,621
0.13334190845489502,2,932
0.13813909888267517,3,1243
0.13579411804676056,4,1554
0.13463394343852997,5,1865
0.13476283848285675,6,2176
0.13712245225906372,7,2487
0.13222002983093262,8,2798
0.1338723748922348,9,3109
0.13892322778701782,10,3420
0.135688915848732,11,3731
0.13336753845214844,12,4042
0.13503839075565338,13,4353
0.1370886117219925,14,4664
0.13887213170528412,15,4975
0.1368466317653656,16,5286
0.13431380689144135,17,5597
0.1317797154188156,18,5908
0.1358102262020111,19,6219
0.13408543169498444,20,6530
0.13906516134738922,21,6841
0.13988065719604492,22,7152
0.13702325522899628,23,7463
0.14215117692947388,24,7774
0.13538768887519836,25,8085
0.14203506708145142,26,8396
0.13332431018352509,27,8707
0.1372421234846115,28,9018
0.13886618614196777,29,9329
0.13384252786636353,30,9640
0.1386730670928955,31,9951
0.13326716423034668,32,10262
0.13684989511966705,33,10573
0.13777980208396912,34,10884
0.14184243977069855,35,11195
0.141179159283638,36,11506
0.13531674444675446,37,11817
0.1422579288482666,38,12128
0.13895614445209503,39,12439
0.13870392739772797,40,12750
0.13824020326137543,41,13061
0.13980543613433838,42,13372
0.13462671637535095,43,13683
0.13853880763053894,44,13994
0.1336933672428131,45,14305
0.13501229882240295,46,14616
0.1404898762702942,47,14927
0.13530565798282623,48,15238
0.13948290050029755,49,15549
